央视,#genre#
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225722/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
新疆卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225788/index.m3u8?servicetype=1&IASHttpSessionId=OTT
兵团卫视[1920*1080],http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
兵团卫视,http://111.59.189.40:8445/tsfile/live/0115_1.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w588330955.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏藏语卫视,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
爱自然,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

4K专区,#genre#
CCTV-4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8  
CCTV-4K 超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/1.m3u8 
CCTV-4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
CCTV-4K 超高清,http://39.135.55.72:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-4K 超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/index.m3u8
CCTV-8K,http://117.148.129.93:80/PLTV/88888888/224/3221233350/1.m3u8 
CCTV-8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233454/index.m3u8  
CCTV-8K,http://117.148.179.148:80/PLTV/88888888/224/3221233350/1.m3u8
CCTV-8K,http://117.148.179.157/PLTV/88888888/224/3221233413/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8 
纯享4K,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
欢笑剧场4K,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8 
欢笑剧场4K,http://111.20.33.70/PLTV/88888893/224/3221226582/index.m3u8 
欢笑剧场4K,http://111.20.33.82:80/PLTV/88888893/224/3221226582/index.m3u8?icpid=88888893&from=1&hms_devid=844 
欢笑剧场4K,http://112.17.40.218:80/PLTV/88888888/224/3221230739/1.m3u8 
欢笑剧场4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230739/index.m3u8 
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
HBO2,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
测试,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
4K超高清电影,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/emdy4k_8000.m3u8 
湖南电影,http://124.232.231.246:6610/000000001001/201600020005/index.m3u8?A=&IASHttpSessionId=OTT
苏州4K,http://1972762443.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=TsoAAKTAB9juCfgW&secondToken=secondToken%3Aquo0xZnAeUUm47BcklXb7ffCum8&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1 
苏州4K,http://3740480834.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=wIgAANH1UieYTeIW&secondToken=secondToken%3AlDV9er1_pa4JZ7B_HTFDHqOPHaI&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1 
苏州4K,http://3740480837.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=VooAANf18QP9F-QW&secondToken=secondToken%3AMc0mRObNpYc8gL7T_KxOb7N02NI&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1 
苏州4K,http://3740480837.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=X7wAAPMizr_MF-gW&secondToken=secondToken%3A08GykFLGXy4k9xKOwtRpMVC8WOU&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1 
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8 

广东,#genre#
广东,http://39.135.32.24:6610/000000001000/1000000001000028357/1.m3u8?xtkg?zguangd
南方卫视,http://39.135.32.24:6610/000000001000/1000000002000011619/1.m3u8?xtkg?zguangd
广东珠江,http://39.135.32.24:6610/000000001000/1000000004000011655/1.m3u8?xtkg?zguangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8?zguangd
南方卫视,http://117.148.179.160/PLTV/88888888/224/3221231661/index.m3u8?zguangd
南方卫视,http://117.148.179.160/PLTV/88888888/224/3221231661/index.m3u8?zguangd
广东经济科教,https://pili-live-hls-metoo.v2gogo.com/metoo-live/905db01e5c06496ba128e547bb87158b.m3u8?zguangd
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
生活HD,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8?zguangd
广州法制,http://ye23.win/iptv/gztv.php?id=fazhi?zguangd
广州竞赛,http://ye23.win/iptv/gztv.php?id=jingsai?zguangd
南国都市,http://ye23.win/iptv/gztv.php?id=shenghuo?zguangd
深圳娱乐频道,http://ye23.win/iptv/sztv.php?id=6?zguangd
深圳移动电视,http://ye23.win/iptv/sztv.php?id=8?zguangd
深圳公共频道,http://ye23.win/iptv/sztv.php?id=4?zguangd
深圳都市频道,http://ye23.win/iptv/sztv.php?id=2?zguangd
深圳电视剧频道,http://ye23.win/iptv/sztv.php?id=3?zguangd
深圳财经生活,http://ye23.win/iptv/sztv.php?id=5?zguangd
深圳少儿,http://ye23.win/iptv/sztv.php?id=7?zguangd
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8?zguangd
广州新闻,http://aplay.gztv.com/sec/xinwen.m3u8?zguangd
广州综合,https://aplay.gztv.com/sec/zhonghe.m3u8?zguangd
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8?zguangd 
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8?_upt=61db0df01642739502?zguangd
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_1028/playlist.m3u8?zguangd
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_728/playlist.m3u8?zguangd
潮安综合,http://chaoan.chaoantv.com:8278/live/chaoanzongyi.m3u8?zguangd
揭阳综合,http://dslive.grtn.cn/jyzh/sd/live.m3u8?zguangd
佛山综合,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8?zguangd
佛山公共,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163347Hd5U.m3u8?zguangd
佛山影院,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8?zguangd
佛山顺德,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8?zguangd
佛山南海,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8?zguangd
佛山高明,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu202111111637516YDa.m3u8?zguangd
佛山三水,http://121.12.115.12/xmplay.fstv.com.cn/live/xingmu20211111163722fIkX.m3u8?zguangd
珠海综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8?zguangd
湛江综合,http://zjstyhls.tianma3600.com/zjsty/zhpd.m3u8?zguangd
湛江公共,http://zjstyhls.tianma3600.com/zjsty/ggpd.m3u8?zguangd
蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8?zguangd
蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关新闻,http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
汕尾综合,http://dslive.grtn.cn/swzh/sd/live.m3u8?zguangd
清远综合,https://zqy-live.nanyuecloud.com/qingyuandianshi1/qingyuandianshistream1.m3u8?auth_key=601634549293-0-0-96c65af4438160da817d5e34b27b9b7a?zguangd
清远公共,https://zqy-live.nanyuecloud.com/qingyuandianshi/qingyuandianshistream.m3u8?auth_key=601634549257-0-0-73ab89e29b6bf8ef7b5144cf0c04935a?zguangd
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8?zguangd
梅州综合,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv1.m3u8?zguangd 
梅州二套,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8?zguangd
平远综合,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8?zguangd
茂名综合,http://dslive.grtn.cn/mmzh/sd/live.m3u8 ?zguangd
惠州新闻综合,http://dslive.grtn.cn/hzzh/sd/live.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综艺,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8?zguangd
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8?zguangd
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
肇庆综合,http://dslive.grtn.cn/zqzh/sd/live.m3u8?_upt=0ca3e6411630330482?zguangd
丰顺综合,https://p2.weizan.cn/1033266991/776920781637802678/live.m3u8?zguangd
江门综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8?zguangd
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8?zguangd
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8?zguangd
汕尾新闻,http://dslive.grtn.cn/swzh/sd/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
五华综合,http://p2.weizan.cn/2100036413/734648609627739039/live.m3u8?zguangd
五华电视台,http://p2.weizan.cn/2100036413/734648609627739039/live.m3u8?zguangd
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
云浮综合,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfzh.m3u8?zguangd
云浮综合,http://dslive.grtn.cn/yfzh/sd/live.m3u8?zguangd
云浮公共,https://pili-live-hdl-ysx.tianma3600.com/gdyf/gdyfgg.m3u8?zguangd

北京,#genre#
北京,http://39.135.32.24:6610/000000001000/1000000001000017156/1.m3u8?xtkg?zbeid
北京冬奥纪实,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-beijingjishi/1.m3u8?IASHttpSessionId=OTT?zbeid
北京新闻,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappxinwen.m3u8?zbeid
北京新闻,http://live.funhillrm.com/5/sd/live.m3u8?zbeid
京视剧场,http://111.20.106.13:6610/yinhe/2/ch00000090990000001320/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zbeid
京视剧场,http://111.20.106.13:6610/yinhe/2/ch00000090990000001319/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zbeid
京视剧场,http://39.134.24.193/PLTV/88888888/224/3221225885/index.m3u8?zbeid
北京文艺,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappwenyi.m3u8?zbeid
北京文艺,http://221.179.136.134:443/PLTV/88888888/224/3221226440/1.m3u8?zbeid
北京文艺,http://117.148.179.160/PLTV/88888888/224/3221231570/index.m3u8?zbeid
北京青年,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?zbeid
北京青年,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappqingnian.m3u8?zbeid
北京生活,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?zbeid
北京生活,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappshenghuo.m3u8?zbeid
北京科教,http://71pull.btvcloud.com/brtv2021channel/2021kjchannellive3.m3u8?zbeid
北京科教,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappkejiao.m3u8?zbeid
北京财经,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?zbeid
北京财经,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappcaijing.m3u8?zbeid
北京冬奥纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8?zbeid
北京冬奥纪实,http://39.134.65.164/PLTV/88888888/224/3221225670/1.m3u8?zbeid
北京影院,http://pull.brtvcloud.com/brtv8kapptv/brtv8kappyingshi.m3u8?zbeid
北京影院,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?zbeid
北京卡酷少儿,http://39.135.32.10:6610/000000001000/kakukaton/1.m3u8?IASHttpSessionId=OTT?zbeid
北京卡酷少儿,http://39.135.32.6:6610/PLTV/77777777/224/3221225730/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zbeid
北京卡酷少儿,http://39.135.55.7:6610/PLTV/88888888/224/3221225871/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zbeid
北京卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8?zbeid
北京卡酷少儿,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8?zbeid
北京国际,http://221.179.136.146:443/PLTV/88888888/224/3221226510/1.m3u8?zbeid
北京IPTV4K超清,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND?zbeid
北京IPTV萌宠TV,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOSDD3mErwuVWF5DqfHIW%2FMQ%3D%3D%3A20211105223205%2C10000100000000050000000003887495%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND?zbeid
北京IPTV淘baby,http://39.134.134.89/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOBGhARyizMEPlAOe9nM1b5Q%3D%3D%3A20211105223205%2C10000100000000050000000003887496%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND?zbeid
北京IPTV淘电影,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8?servicetype=1&icpid=88888888&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=OMDVq6b4lEslJm1UnEjrD67bT%2BdBi%2FstmegbNVdYPJSeBmMWSNPD7Wrrjb2ZDi7Um5UxWiZupPnRfM4wLeS74RrZe%2BRE99EyWRk%2B%2Fh2ZwKeBjD%2BfZ9Mz5UmtqpVNJkd9dPTPolsaS4II0YdOjxvNng%3D%3D%3A20201004145232%2C60D21CCCB8A5%2C112.64.2.198%2C20201004145232%2C10000100000000050000000003887498%2CA23CC1CD0AC72C120DCED3BED1AC1863%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C17%2C%2C2%2CEND?zbeid
北京IPTV淘剧场,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOatI%2F3LD77f6VT%2BVI0tODRw%3D%3D%3A20211105223205%2C10000100000000050000000003887497%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND?zbeid
北京IPTV淘娱乐,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOtChdQBj46BMs%2FmbjOB0PZw%3D%3D%3A20211105223205%2C10000100000000050000000003887499%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND?zbeid
北京IPTV4K超清,http://221.179.136.148:443/PLTV/88888888/224/3221226550/1.m3u8?zbeid
北京IPTV萌宠TV,http://221.179.136.152:443/PLTV/88888888/224/3221226555/1.m3u8?zbeid
北京IPTV大健康,http://221.179.136.140:443/PLTV/88888888/224/3221226556/1.m3u8?zbeid
北京IPTV淘baby,http://221.179.136.146:443/PLTV/88888888/224/3221226554/1.m3u8?zbeid
北京IPTV淘电影,http://221.179.136.144:443/PLTV/88888888/224/3221226552/1.m3u8?zbeid
北京IPTV淘剧场,http://221.179.136.138:443/PLTV/88888888/224/3221226553/1.m3u8?zbeid
北京IPTV淘娱乐,http://221.179.136.136:443/PLTV/88888888/224/3221226551/1.m3u8?zbeid
北京通州,http://pull.dayuntongzhou.com/live/tztv.m3u8?zbeid
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8?zbeid
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8?zbeid
房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8?zbeid
生态环境,http://39.134.24.202/PLTV/88888888/224/3221225887/index.m3u8?zbeid
置业频道,http://111.20.106.13:6610/yinhe/2/ch00000090990000001318/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zbeid
置业频道,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8?zbeid
通州电视台,http://pull.dayuntongzhou.com/live/tztv.m3u8?zbeid
北京冬奥纪实,http://39.135.138.60:18890/PLTV/88888888/224/3221225675/index.m3u8?zbeid
中国交通北京,http://tv.lanjingfm.com/cctbn/beijing.m3u8?zbeid
顺义电视,http://livesydst.chinamcache.com/sydst/zb04.m3u8?auth_key=1633924026-0-0-674388eaa14736b03bcd6cfd1d294ba1?zbeid
昌平综合,http://61.50.142.158/live/0.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8?zbeid
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8?zbeid

上海,#genre#
东方,http://39.135.32.10:6610/000000001000/HD-4000k-1080P-dongfangstv/1.m3u8?IASHttpSessionId=OTT?zshangd
东方影院,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8?zshangd
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8?zshangd
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8?zshangd
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8?zshangd
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8?zshangd
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8?zshangd
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8?zshangd
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8?zshangd
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8?zshangd
上海新闻,http://140.207.241.3:8080/live/program/live/xwzhhd/4000000/d1.m3u8?zshangd
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8?zshangd
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8?zshangd
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8?zshangd
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8?zshangd
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8?zshangd
上视外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8?zshangd
第一财经,http://140.207.241.3:8080/live/program/live/dycjhd/4000000/d1.m3u8?zshangd
纪实人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8?zshangd
劲爆体育,http://140.207.241.3:8080/live/program/live/jbtyhd/4000000/d1.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
幸福彩,http://117.148.179.163/PLTV/88888888/224/3221231730/index.m3u8?zshangd
嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8?zshangd
天水公共,http://stream.tstv.cn/tstc938Yn3ggpd/playlist.m3u8?shanghai
极速汽车体育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8?zshangd
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd
金山电视台,http://live.mudu.tv/watch/4zbn2f.m3u8?zshangd
浦东电视台,https://pdtvlive.pudongtv.cn/live/pdtv.m3u8?txSecret=2c2c21f242e88c17cb02dfbe3671fa5c&txTime=63AFCDEA?zshangd

湖南,#genre#
湖南,http://39.135.32.24:6610/000000001000/1000000001000009115/1.m3u8?xtkg?zhund
金鹰纪实,http://39.135.32.24:6610/000000001000/1000000002000011724/1.m3u8?xtkg?zhund
金鹰纪实,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/HD-3600k-1080P-jinyingjishi/1.m3u8;{User-Agent@0151?zhund}
金鹰纪实,http://39.135.32.6:6610/PLTV/77777777/224/3221225699/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zhund
金鹰纪实,http://124.232.231.246:6610/000000001001/201600020008/index.m3u8?A=&IASHttpSessionId=OTT?zhund
金鹰纪实,http://117.148.179.157/PLTV/88888888/224/3221231582/index.m3u8?zhund
金鹰纪实,http://39.135.55.7:6610/PLTV/88888888/224/3221226975/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zhund
金鹰纪实,http://39.135.55.7:6610/PLTV/88888888/224/3221226937/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zhund
湖南国际,http://124.232.231.246:6610/000000001001/201600010001/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南国际,http://124.232.231.246:6610/000000001001/201600020001/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南经视,http://124.232.231.246:6610/000000001001/201600010002/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南经视,http://124.232.231.246:6610/000000001001/201600020002/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南电视剧,http://124.232.231.246:6610/000000001001/201600010006/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南电视剧,http://124.232.231.246:6610/000000001001/201600020006/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南娱乐,http://124.232.231.246:6610/000000001001/201600010004/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南娱乐,http://124.232.231.246:6610/000000001001/201600020004/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南公共,http://124.232.231.246:6610/000000001001/201600010007/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南公共,http://124.232.231.246:6610/000000001001/201600020007/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南都市,http://124.232.231.246:6610/000000001001/201600010003/index.m3u8?A=&IASHttpSessionId=OTT?zhund
